,Nome Vinho,Localidade,Harmoniza,Avaliação,Uva,Sentimento
624,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Very consistent 2015 I tested High altitude Malbec Limarí valley expressive integrated aging barrel Meaty intense juicy palate complex evolving nose 43,Malbec,neutral
625,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Great,Malbec,positive
626,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Very,Malbec,neutral
627,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Vanilla spices rich,Malbec,neutral
628,Perez Cruz Cot Limited Edition 2021,"Vale do Maipo, Chile","Carne de vaca, Cordeiro, Aves",What delicious wine value money smooth balanced tannins type wine half dozen cellar,Malbec,positive
644,Perez Cruz Cot Limited Edition 2021,"Vale do Maipo, Chile","Carne de vaca, Cordeiro, Aves",Another excellent Perez Cruz wine fruity intense woodoak spices leather balanced acidity evident residual bitterness Acquisition excellent CB ratio Arte Bistrô Tijuca private store friend Adriano Senra Lopes SALUTE,Malbec,positive
647,Perez Cruz Cot Limited Edition 2021,"Vale do Maipo, Chile","Carne de vaca, Cordeiro, Aves",Deserves 4 I heard things wine Here Vivino positive reviews The owner Mantequilla convinced carry label explaining Cot issue Despite vanilla dark fruit different Argentine Malbec Health,Malbec,neutral
648,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Purple wine aromas ripe red fruits plum cocoa chocolate stand out Mediumbodied palate ripe tannins long finish,Malbec,neutral
649,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Great Malbec winery I yet Good choice cold Friday Sampa  oak chocolate leather blackberry,Malbec,neutral
650,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",I accompany note 43 great wine Spices vanilla oak silky fooled potent,Malbec,neutral
651,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Excellent wine Good body Perfume WoodOak Cherry Vanilla Coffee Earthy Ripe fruits Balanced tannins,Malbec,positive
652,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Wine balanced tannins Notes chocolate ripe raspberry Harmonized Chourizo Worth penny,Malbec,neutral
653,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Aroma blackberry coffee light touch cinnamon pleasant wine nutty aftertaste persistence mouth Little tannin,Malbec,neutral
654,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",A classy wine Powerful balanced intense lot body Striking aroma red fruits especially cherry soft,Malbec,positive
655,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Malbec intense violet color Fruity cherry leather aroma In mouth vanilla black pepper Very velvety Great,Malbec,positive
656,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Intense ruby dark fruit mineral earthy body marked tannins medium long finish medium acidity combination wine,Malbec,neutral
657,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",44 Argentine Wine Explosion aromas red fruits cherry blackberry Medium wellbalanced body 2018 crop Cheers,Malbec,neutral
658,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Malbec Classico full body acidity intense ruby color long persistent finish At home friends Indaiatuba,Malbec,neutral
659,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Second tasting great malbec mouth chocolate flavor marks controlled alcohol silky tannins smooth Argentine,Malbec,positive
660,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Malbec Sunday 43 Laura Catenas classic Malbecão Pure power Captive place cellar Barbecue friends detailed analysis,Malbec,neutral
661,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Spectacular superior wine close perfection light tannins absent alcohol taste despite present sensational,Malbec,positive
662,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Great Malbec Powerful fullbodied balanced Soft tannins Closed violet color Lots red fruit Coffee nuances It occupies palate generously,Malbec,positive
663,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Delicious wine violet color absence watery halo indicate wait couple years taste fullness,Malbec,neutral
664,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Fruity perfect acidity alcohol measure wine Red fruits cherry leather vanilla wood,Malbec,neutral
665,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Beautiful wine Crimson red aromas black fruits plum smoke wood vanilla chocolate Good body powerful present tannins excellent balance,Malbec,positive
666,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Excellent fullbodied Malbec He dyes teeth purple color Intense fruity tannic moderate acidity Features red fruit compote,Malbec,positive
667,Luca Old Vine Malbec 2018,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Fullbodied wine Plum souvenir Harvest 2018 One Malbec Ive tasted Composed arrangement excellent Fathers Day wines,Malbec,neutral
668,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Now talking wine Vinasse Great Plum fruits chocolate leather tobacco intense impress guest,Malbec,positive
669,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Vinasse Catena intense ruby color aromas vanilla red fruits On palate powerful medium tannins leathery finish,Malbec,neutral
670,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Aromas red fruits black fruits Complex taste young consumption A years better,Malbec,neutral
671,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",An excellent fullbodied balanced wine Intense ruby color nose notes oak leather The tannins persistent palate,Malbec,positive
672,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A vinasse Not comments Perfect body intense ruby red fruits vanilla Excellent wine Hail Katena,Malbec,positive
673,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Amazing One pleasant wines Ive tasted balanced powerful aromas wood red fruits nonaggressive acidity medium finish Show,Malbec,positive
674,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Exciting A Varietal Blend Complex aromas flavors refined Fruit cocoa earth elements wood integrated body Good volume acidity,Malbec,positive
675,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A malbec symbol Velvety long elegant finish acidity point reminiscent guava jam chocolate vanilla explosion indescribable sensations I repeat I recommend,Malbec,positive
676,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A mister malbec Velvety fullbodiedsilky attack long finish Delicious But personal opinionif possible compare I preferred Catena Alta CS Malbec personal taste,Malbec,positive
677,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Vinasse potent complex great body striking pleasant tannins Dark ruby beautiful Rich aromas raspberry cherry strawberry tobacco coffee It feijoada,Malbec,neutral
678,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Intense ruby and aromas Presence oak vanilla soft chocolate notes The black berreis present striking cassis aroma Tannins acidity balance After decanter pleasant wait wine life A wonderful Malbec,Malbec,positive
679,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",This Historic Rows blend good A complete wine harmonious accompany Cassoulet Lodge dinner My bottle vinasse Lets more,Malbec,neutral
680,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",This wine simply wonderful excellent value money Intense ruby color nose medium intensity evolving aromas red black fruits cocoa coffee cedar spices In mouth dry medium acidity medium elegant tannins medium alcohol medium elegant body filling mouth medium finish Nita 43,Malbec,positive
681,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Intense ruby dense body medium tannins soft velvety trail fills palate dark red fruits vanilla chocolate coffee chestnuts incredible Bodega Catena Zapata 47,Malbec,positive
682,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Confraria Filhos Bacco  010419  Aromas blackberries cherries floral vanilla licorice coffee cocoa On palate dry fruity woody medium body firm tannins mediumhigh acidity long persistence,Malbec,neutral
683,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Bright dark ruby red color Complex aromas black forest fruits blueberries blackberries plum oriental spices tobacco leather wood floral touch opening layers Elegant balanced Soft tannins Pleasant acidity Alcohol integrated set Medium body In full mouth fruity dry potency soft Finish length persistence,Malbec,neutral
684,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Malbec Day late blind 03May 2018 Wine 66 1st place Cherry blackberry strawberry compote ripe plum guava vanilla white chocolate white wood earthy light floral Medium acidity present tannins characteristic fruity balanced sweetness fullbodied structured kilometric chocolaty toasted finish Store 45 years ENGLISH NOTES IN COMMENTS,Malbec,neutral
685,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Splendid Malbec time aging better delicate elegant Everything place wood  apparent tannins grapes tamed Very color change For taste great open now potential evolve well Health,Malbec,positive
686,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Passable violet ruby Medium body medium intensity Sweet aromas cinnamon vanilla red fruits Predominant taste currant raspberry plum cherry strawberry medium sweetness vanilla chocolate glazed liqueur spicy Very harmonic Beginning tasting 1 hour decanter 1h45 made spicier sweeter 43,Malbec,neutral
687,Catena Alta Malbec 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Happy Valentines Day celebration What great wine Intense ruby color purple reflections Intense aromas fruits blackberries licorice hints chocolate light spices In mouth superb mediumfull body present velvety tannins aging 18 months French oak balanced elegant Ample long pleasant aftertaste,Malbec,positive
688,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Intense concentrated great Argentine reds elegant impressive complexity A beautiful malbec,Malbec,positive
689,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Sure classic Powerful Argentinian Malbec Dark violet low acidity Great body persistence Medium value money,Malbec,positive
690,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Wonderful Malbec Light different Malbec Zapata line cherry blackberry tasty exude perfume mouth delicious,Malbec,positive
691,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent malbec fullbodied imposing intense ripe fruit harmonious tannins One wines Vinicola Catena Strong presence pleased lot Grade 45,Malbec,positive
692,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Great wine flavor structured dense ruby color acidity average Malbec dry soft tannins aromas cherry chocolate herbs pleasant aftertaste persistent finish,Malbec,positive
693,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent  Argentine Malbec expected winery fullbodied complex delivering ripe black fruits chocolate tobacco wood balanced tannins long pleasant finish,Malbec,positive
694,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",The palate full rich smooth sweet tannins silky smooth structure Multiple layers rich cassis blackcurrant blackberry intertwine hints licorice black pepper Its long finish marked wonderful minerality finegrained tannins lively acidity,Malbec,positive
695,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Dinner restaurant Porto Barra EXCEPTIONAL Malbec single variety aged 12 months oak barrels 80  deep impassable ruby red purple hues  delivered clean aromas blackberries plums ripe black  mixed  bitter tar licorice smoke leather spices minerals  dry potent fullbodied vivacious acidity soft tannins smooth texture Pleasant engaging complex persistent finish Rating 44,Malbec,positive
696,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Great Malbec fullbodied fruity black fruits More gastronomic line wood traditional ones High acidity wellbalanced tannins oak vanilla flavor Different traditional Catenas great wine Note 43,Malbec,positive
697,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",At 45 minutes decanter mandatory wine incredible It evolved lot glass 60 minutes opens completely deserves 45 Lots fruit malbec body touch wood incredible aftertaste,Malbec,positive
698,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Vinasse Malbec elegance beautiful CS Very perfumed silky mouth Easy pairing due mediumintense body mediumhigh acidity  intense ruby opacity 45  black red fruit compote wood white dark flowers sweet spices  dry mediumintense body mediumhigh acidity medium evolved tannins mediumlong finish touch sweetness  135vol,Malbec,neutral
699,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",An excellent Catena A wellstructured wine intense red color acidity medium tannins elegant prolonged aftertaste Reminds cherry flavor chocolatey,Malbec,positive
700,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Harvest 2016  alc 135 Grape maturation weak alcohol content beautiful Malbec HEALTH,Malbec,neutral
701,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Beautiful wine fruit compote chocolate plums Fleshy mouth great body persistence,Malbec,positive
702,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Great Aroma black fruits Smooth mouth aligned tannins punctual acidity fullbodied easy wine long finish,Malbec,positive
703,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A nectar Catena Zapata,Malbec,neutral
704,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",High tasting extreme complexity say,Malbec,neutral
705,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Top Malbec Catena Zapata Intense striking flavors Beautiful wine,Malbec,positive
706,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Great Outstanding elegance balance PE 96,Malbec,positive
707,Catena Alta Malbec 2016,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Fruity easy drinking malbec multiple locations,Malbec,neutral
